title,release_date,vote_count,vote_average,return
Smash-Up: Story of a Woman,1947-03-01,5.0,4.2,0.0
Island of Fire,1990-01-01,26.0,5.9,0.0
Vacancy,2007-04-20,406.0,6.0,1.8579286842105263
Night of the Ghouls,1959-01-01,11.0,4.7,0.0
Benny's Video,1993-04-14,67.0,7.1,0.0
In the Land of Women,2007-04-16,163.0,5.8,1.75
Confetti,2006-05-05,20.0,6.0,0.0
The Devil Commands,1941-02-03,8.0,5.9,0.0
Mr. Bean's Holiday,2007-03-22,682.0,6.1,9.18945376
The Grace Lee Project,2005-03-11,0.0,0.0,5965.0
Adam & Paul,2004-08-27,17.0,6.9,0.0
The Invisible,2007-04-27,148.0,6.0,0.8936704333333333
Kickin' It Old Skool,2007-04-27,29.0,4.1,0.0
The Condemned,2007-04-27,219.0,5.8,8642858.0
Spider-Man 3,2007-05-01,3687.0,5.9,3.4529907984496124
Lucky You,2007-05-01,83.0,5.4,5761917.0
It's a Very Merry Muppet Christmas Movie,2002-11-29,15.0,5.4,0.0
The Furies,1950-08-16,13.0,6.8,0.0
21 Up,1977-01-01,18.0,7.9,0.0
Kiss Me Again,2006-04-28,5.0,4.6,0.0
Hana,2006-06-02,13.0,6.2,0.0
Sharkwater,2006-09-11,20.0,7.8,0.0
West,2002-05-23,3.0,6.3,0.0
Flannel Pajamas,2006-11-17,0.0,0.0,0.0
Tales from Earthsea,2006-07-29,278.0,6.5,3.090909090909091
Thieves' Highway,1949-10-10,20.0,7.1,0.0
Maniac Cop,1988-05-13,87.0,5.7,0.0
Year of the Dog,2007-04-13,22.0,5.1,0.0
Thr3e,2006-12-01,21.0,4.8,0.0
The Rocket: The Legend of Rocket Richard,2005-10-25,17.0,6.1,0.252376125
Diggers,2006-01-01,10.0,5.5,0.0
The Ex,2006-12-01,64.0,5.0,3091922.0
Woman Is the Future of Man,2004-05-14,6.0,6.4,0.0
Paprika,2006-10-01,416.0,7.7,944915.0
The Flying Scotsman,2006-08-16,14.0,6.7,0.0
Sylvia Scarlett,1935-12-11,12.0,5.0,0.0
Fixed Bayonets!,1951-11-21,7.0,6.1,0.0
Syndromes and a Century,2006-08-31,18.0,7.1,0.0
Red Road,2006-05-20,62.0,6.3,1128345.0
The Adventures of Mark Twain,1985-03-01,22.0,7.0,849915.0
At Five in the Afternoon,2003-05-16,7.0,6.6,0.0
Day Watch,2006-01-01,170.0,6.2,9.253027857142857
This Is England,2006-09-12,370.0,7.4,3.43552268907563
One Night in Mongkok,2004-05-15,14.0,6.9,0.0
Away from Her,2006-09-11,54.0,6.9,0.0
Knocked Up,2007-06-01,1255.0,6.2,7.3025506
Hairspray,2007-07-13,738.0,6.5,1.80900016
Zidane - A 21st Century Portrait,2006-05-23,16.0,5.5,0.0
The Prodigal Son,1981-11-10,8.0,6.6,0.0
28 Weeks Later,2007-04-26,1225.0,6.5,4.282562666666666
Georgia Rule,2007-05-11,130.0,5.6,0.0
Delta Farce,2007-05-11,42.0,4.5,0.0
Wheels on Meals,1984-08-17,66.0,7.0,0.0
Jonestown: The Life and Death of Peoples Temple,2006-04-26,15.0,6.8,0.0
Red Dust,1932-10-22,11.0,7.2,0.0
Desperation,2006-05-23,45.0,5.2,0.0
Tokyo Olympiad,1965-09-24,7.0,8.0,0.0
Caught,1949-02-17,20.0,5.9,0.0
Blood Trails,2006-04-20,7.0,2.4,0.0
Shrek the Third,2007-05-17,2355.0,6.0,4.99348853125
Once,2007-03-23,457.0,7.4,129.44070625
Pirates of the Caribbean: At World's End,2007-05-19,4627.0,6.9,3.203333333333333
Bug,2006-05-19,167.0,6.0,2.014785
Mr. Brooks,2007-06-01,543.0,6.8,2.08186315
Rise: Blood Hunter,2007-04-28,61.0,4.7,0.0
Gracie,2007-06-01,17.0,6.0,0.3283376666666667
The Librarian: Return to King Solomon's Mines,2006-10-09,123.0,5.8,0.0
The Librarian: Quest for the Spear,2004-12-05,173.0,6.0,0.0
Fay Grim,2006-09-11,19.0,6.7,0.0
The Man from Planet X,1951-04-27,15.0,5.5,0.0
Zoo,2007-01-20,22.0,5.5,0.0
"I'm a Cyborg, But That's OK",2006-12-07,126.0,7.1,4354510.0
Dragon Tiger Gate,2006-07-27,55.0,6.7,8685526.0
Eagle vs Shark,2007-07-15,77.0,6.7,0.0
88 Minutes,2007-02-14,323.0,5.7,0.5643628
The Great War,1959-10-28,45.0,7.6,0.0
The Breed,2006-05-17,82.0,5.0,1675484.0
Day Night Day Night,2006-05-25,5.0,6.0,0.0
Cashback,2006-09-10,369.0,6.8,2294291.0
Ocean's Thirteen,2007-06-07,2040.0,6.5,3.6625014588235296
Them,2006-07-19,147.0,6.1,0.0
Flanders,2006-08-30,10.0,6.5,0.0
Ten Canoes,2006-06-29,21.0,6.7,0.15
Satan,2006-02-01,83.0,5.9,0.0
Sun Alley,1999-10-07,27.0,6.6,0.0
Godzilla vs. Mothra,1992-12-12,28.0,6.1,0.0
Godzilla vs. Destoroyah,1995-12-09,30.0,6.5,0.0
Godzilla vs. King Ghidorah,1991-12-14,28.0,6.2,0.0
The Ghost Ship,1943-12-24,15.0,6.7,0.0
Experiment Perilous,1944-12-18,5.0,5.0,0.0
GO,2001-10-20,12.0,6.8,0.0
Alone With Her,2006-04-28,20.0,6.2,0.010018
Hostel: Part II,2007-06-08,464.0,5.6,3.4921099019607844
Remember the Night,1940-01-19,25.0,7.2,0.0
Paranoid Park,2007-05-21,126.0,6.3,486021.0
The Legend of Sleepy Hollow,1980-10-31,4.0,8.5,0.0
Starcrash,1978-12-21,33.0,4.3,0.0
Surf's Up,2007-06-08,616.0,5.9,1.7534648588235293
Fantastic 4: Rise of the Silver Surfer,2007-06-13,2648.0,5.4,2.223444330769231
Nancy Drew,2007-06-15,146.0,5.8,0.0
Fido,2006-09-07,137.0,6.6,0.053278
L'iceberg,2005-12-07,1.0,5.0,0.0
Who the #$&% Is Jackson Pollock?,2006-11-09,6.0,6.4,0.0
Death Proof,2007-05-21,1359.0,6.7,1.00151588
Robot Monster,1953-06-25,17.0,3.5,62.5
Rescue Dawn,2006-09-09,339.0,6.9,0.7177143
The Blue Bird,1940-01-19,8.0,6.4,0.0
The Wedding Night,1935-03-08,2.0,7.5,0.0
The Moguls,2005-02-06,27.0,5.6,0.0
The TV Set,2006-04-28,19.0,6.0,0.132599
The Valet,2006-03-29,131.0,6.0,29326868.0
Dodge City,1939-03-31,17.0,6.7,0.0
The Mistress of Spices,2005-09-11,34.0,5.5,0.0
Four Minutes,2006-06-23,31.0,7.0,0.0
In Your Hands,2004-01-23,8.0,5.6,0.0
Once You're Born You Can No Longer Hide,2005-05-13,4.0,7.5,0.0
The Night of the Generals,1967-01-29,34.0,6.6,0.0
Comedy of Power,2006-02-16,14.0,5.9,0.0
Silk,2006-09-28,30.0,6.4,0.0
Breaking News,2004-06-10,32.0,6.5,0.0
In Search of a Midnight Kiss,2007-04-27,29.0,6.4,0.0
Alice in Wonderland,1985-12-09,15.0,6.3,0.0
The Mystery of Picasso,1956-05-18,8.0,6.6,0.0
Exiled,2006-09-06,46.0,7.0,0.0
Bring It On: All or Nothing,2006-08-08,152.0,5.8,0.0
Sybil,1976-11-14,25.0,7.2,0.0
David Holzman's Diary,1967-01-01,5.0,7.6,0.0
Journey to Italy,1954-09-07,50.0,7.3,0.0
Swoon,1992-09-11,8.0,5.9,1.360588
East Side Story,1997-06-25,1.0,5.0,0.0
Knock On Wood,1954-04-06,8.0,7.1,0.0
O.C. and Stiggs,1985-01-01,6.0,4.5,0.0
The Homecoming,1973-10-29,2.0,6.5,0.0
The Woman Chaser,1999-10-08,4.0,4.9,0.0
Uranus,1990-12-12,3.0,5.2,0.0
American Friends,1991-03-22,3.0,6.2,0.0
Within Our Gates,1920-01-12,13.0,5.0,0.0
Johnny Tremain,1957-06-15,8.0,5.7,0.0
Alan & Naomi,1992-01-31,3.0,4.3,259.0
Goal! II: Living the Dream,2007-02-09,147.0,5.8,0.0
Still Smokin,1983-05-06,33.0,5.4,15543000.0
Putney Swope,1969-07-10,15.0,6.1,0.0
The Power of Nightmares,2004-10-19,26.0,8.1,0.0
The Trials Of Darryl Hunt,2007-06-15,4.0,6.8,0.0
O Lucky Man!,1973-03-25,20.0,6.8,0.0
Sicko,2007-05-18,241.0,7.3,2.7265014444444446
Popular Music,2004-09-24,17.0,6.0,12.589928057553957
Awesome; I Fuckin' Shot That!,2006-03-31,6.0,7.1,0.0
Tea and Sympathy,1956-06-06,9.0,5.1,0.0
The Man in the Iron Mask,1939-07-13,4.0,7.0,0.0
A Mighty Heart,2007-01-01,97.0,6.7,1.1830544375
1408,2007-07-12,1372.0,6.5,3.78718392
Death at a Funeral,2007-02-09,508.0,6.9,5.1111111111111115e-06
Clubland,2007-08-03,8.0,5.2,0.0
High Road to China,1983-03-18,23.0,5.7,28400000.0
Live Free or Die Hard,2007-06-20,2122.0,6.4,3.486649672727273
License to Wed,2007-07-04,258.0,5.3,1.9802064
Evening,2007-06-09,48.0,5.7,0.0
Evan Almighty,2007-06-09,1194.0,5.3,0.9885714285714285
Transformers,2007-06-27,4113.0,6.6,4.7313985333333335
Captivity,2007-03-09,134.0,4.4,0.15451764705882354
Harry Potter and the Order of the Phoenix,2007-06-28,5633.0,7.4,6.254751586666667
I Now Pronounce You Chuck & Larry,2007-07-12,640.0,5.8,2.189084870588235
Bedtime Story,1964-01-01,6.0,5.8,0.0
McQ,1974-01-04,25.0,6.0,0.0
The Mean Season,1985-02-15,21.0,5.8,4300000.0
Back in Action,1993-01-01,5.0,6.7,0.0
Heart of the Dragon,1985-09-09,24.0,6.9,0.0
Arn: The Knight Templar,2007-12-17,78.0,6.4,0.0
Driving Lessons,2006-04-30,49.0,6.3,0.0
First Snow,2006-05-05,49.0,6.3,382267.0
Broken Arrow,1950-08-01,33.0,6.3,0.0
The Last Time,2006-10-01,19.0,5.5,0.0
Re-cycle,2006-01-01,41.0,6.6,0.0
No Time For Sergeants,1958-01-01,18.0,7.3,0.0
Manufactured Landscapes,2006-09-09,13.0,7.3,240239.0
Across the Universe,2007-09-14,419.0,7.1,0.0
Broken English,2007-01-01,20.0,6.6,0.0
Brand Upon the Brain! A Remembrance in 12 Chapters,2007-05-09,20.0,6.6,0.0
Boris and Natasha,1992-04-17,5.0,1.8,0.0
The Sterile Cuckoo,1969-10-22,6.0,4.1,0.0
When the Wind Blows,1986-10-24,71.0,7.4,5274.0
The Dawn Patrol,1930-08-20,5.0,5.8,0.0
The Lives of a Bengal Lancer,1935-01-11,8.0,6.1,0.0
The Piano Tuner of Earthquakes,2005-09-09,7.0,6.1,27953.0
A Dog's Breakfast,2007-03-03,24.0,5.9,0.0
Dorian Blues,2004-01-01,8.0,6.3,0.0
Come Early Morning,2006-01-10,10.0,5.9,0.0
Hot Rod,2007-08-03,317.0,6.3,14334401.0
Stardust,2007-08-09,1215.0,7.2,1.9365718
Murder Most Foul,1964-03-01,22.0,6.7,0.0
Who's Your Caddy?,2007-07-27,18.0,3.8,0.0
Skinwalkers,2006-03-20,76.0,4.5,0.0
The Simpsons Movie,2007-07-25,2335.0,6.9,7.02758468
I Know Who Killed Me,2007-07-27,81.0,4.0,0.8016999166666666
No Reservations,2007-07-25,336.0,6.1,3.3071803571428573
Underdog,2007-08-03,171.0,4.7,0.0
Charlie Bartlett,2008-02-22,228.0,6.5,0.0
El cantante,2006-09-12,11.0,6.0,0.0
The Bourne Ultimatum,2007-08-03,2938.0,7.3,6.326059114285714
Bratz,2007-08-03,63.0,5.1,0.0
Cruel Story of Youth,1960-06-03,10.0,6.1,0.0
La Sierra,2005-01-01,4.0,7.5,0.0
My Best Friend,2006-09-12,59.0,6.1,0.0
You Kill Me,2007-02-09,82.0,6.2,0.60671275
Wild Tigers I Have Known,2006-07-12,11.0,5.9,0.0
Reincarnation,2005-10-26,34.0,5.8,0.0
China Blue,2005-01-01,5.0,5.3,0.0
Tell No One,2006-11-01,350.0,7.4,0.0
Man's Job,2007-02-23,7.0,7.0,0.0
Morning Glory,1933-08-18,10.0,5.7,0.0
Czech Dream,2004-03-30,10.0,6.8,17393.0
12:08 East of Bucharest,2006-06-02,22.0,6.5,0.0
All the Way Boys,1972-12-22,71.0,6.5,0.0
Teachers,1984-10-05,20.0,5.7,0.0
Jack the Giant Killer,1962-05-17,14.0,5.3,0.0
If I Were You,2006-01-06,60.0,6.4,0.0
The Manitou,1978-04-28,16.0,5.9,0.0
Miss Julie,1951-06-28,12.0,6.0,0.0
Superbad,2007-08-17,2152.0,7.0,6.0731613
Arctic Tale,2007-06-17,8.0,6.6,0.0
Joshua,2007-01-21,76.0,5.9,719968.0
Talk to Me,2007-07-13,36.0,7.1,4778376.0
Princesses,2005-09-02,24.0,6.9,0.0
The Tripper,2006-04-20,30.0,5.1,0.0
Command Decision,1948-12-23,6.0,6.5,0.0
The Cave of the Yellow Dog,2005-07-27,22.0,7.3,0.0
Abraham,1994-04-03,1.0,4.0,0.0
The Young Lieutenant,2005-08-31,17.0,6.0,0.0
"Kill Baby, Kill",1966-07-08,38.0,6.6,0.0
The War Tapes,2006-10-22,4.0,7.3,254190.0
Resurrecting the Champ,2007-06-14,62.0,5.9,0.0
American Pastime,2007-05-14,2.0,8.3,0.0
The Brice Man,2005-01-01,335.0,5.5,0.0
Moliere,2007-01-31,46.0,6.6,0.0
Rush Hour 3,2007-08-08,801.0,6.1,1.84301595
1991: The Year Punk Broke,1992-01-01,11.0,7.0,0.0
The Last Legion,2007-04-19,210.0,5.0,0.37765728358208955
The Last Casino,2004-06-26,10.0,7.0,0.0
Lady Chatterley,2006-11-01,20.0,5.9,0.0
Under the Yum-Yum Tree,1963-10-23,6.0,6.0,0.0
Balls of Fury,2007-08-29,164.0,5.0,41098065.0
Sydney White,2007-09-21,242.0,6.0,0.8254590909090909
The Kingdom,2007-08-22,517.0,6.5,1.2379794
Wind Chill,2007-04-27,98.0,5.7,0.0
Rocket Science,2007-01-19,60.0,6.3,0.0
TerrorStorm: A History of Government-Sponsored Terrorism,2006-01-01,8.0,6.2,0.0
Daddy Day Camp,2007-08-08,94.0,4.4,3.0328996666666668
The Invasion,2007-08-17,366.0,5.7,0.188393925
War,2007-08-24,422.0,6.0,1.61810572
Illegal Tender,2007-08-24,15.0,7.6,3106835.0
The Nanny Diaries,2007-08-24,335.0,6.1,2.38690495
September Dawn,2007-05-17,16.0,5.0,0.0
Halloween,2007-08-31,510.0,5.9,5.3502605333333335
Death Sentence,2007-08-31,303.0,6.4,0.84872295
2 Days in Paris,2007-02-09,106.0,6.3,19776159.0
Do You Like Hitchcock?,2005-03-19,11.0,5.4,0.0
Brighton Rock,1947-12-12,30.0,7.7,0.0
Keoma,1976-11-25,29.0,6.3,0.0
Face to Face,1967-11-23,12.0,7.1,0.0
The Mercenary,1968-08-28,20.0,7.5,0.0
The King of Kong,2007-08-17,148.0,8.1,0.0
The Wool Cap,2004-11-20,0.0,0.0,0.0
Taxi 4,2007-02-10,317.0,5.4,0.0
Behind the Mask: The Rise of Leslie Vernon,2006-10-13,105.0,6.6,69136.0
Victory Through Air Power,1943-07-17,9.0,5.1,0.0
The Brothers Solomon,2007-09-07,46.0,4.9,0.0
Bordertown,2006-05-18,65.0,6.2,0.0
The Nines,2007-01-21,150.0,6.1,0.0
Die! Die! My Darling!,1965-03-21,11.0,5.2,0.0
Hunting and Gathering,2007-02-10,125.0,6.6,0.0
New Wave,2008-09-19,1.0,6.0,0.0
The Good Night,2007-01-25,41.0,5.7,0.0013586666666666667
"Watch Out, We're Mad",1974-03-29,154.0,7.3,36782781.0
Stories of Lost Souls,2004-11-12,3.0,5.0,0.0
Planet Terror,2007-04-06,1109.0,6.5,0.0
3:10 to Yuma,2007-09-06,1210.0,6.9,1.2730221818181817
Shoot 'Em Up,2007-07-26,589.0,6.3,0.6877087435897435
The Ten,2007-08-03,57.0,4.9,0.0
An Evening with Kevin Smith,2002-12-17,26.0,7.5,0.0
Gotti,1996-08-17,12.0,5.1,0.0
Bitter Rice,1949-09-21,21.0,7.2,0.0
Fierce People,2005-01-01,35.0,6.0,0.0
Atonement,2007-08-29,1075.0,7.4,4.3088687
Daft Punk's Electroma,2006-03-24,26.0,6.5,0.0
My Winnipeg,2007-09-07,17.0,7.3,0.0
Requiem,2006-03-02,22.0,7.0,0.0
"4 Months, 3 Weeks and 2 Days",2007-08-24,158.0,7.4,1.3909314846746665
No End in Sight,2007-07-27,23.0,7.3,0.7158115
Mercenary for Justice,2006-04-25,27.0,4.3,0.0
Far from the Madding Crowd,1967-01-01,23.0,6.5,0.0
The Brave One,2007-09-14,258.0,6.4,0.9966659857142857
In the Valley of Elah,2007-08-31,265.0,6.6,1.284425652173913
Rang De Basanti,2006-01-26,98.0,7.2,5.228250454545455
I Could Never Be Your Woman,2007-05-11,94.0,5.7,0.399020625
Design for Living,1933-12-29,44.0,7.1,0.0
December Boys,2007-09-20,79.0,6.2,0.0116185
Shanghai Kiss,2007-03-17,18.0,5.9,0.0
The Hunting Party,2007-09-03,96.0,6.6,0.0
Eastern Promises,2007-09-14,867.0,7.2,1.0701428349514563
Bubble,2005-09-03,36.0,6.4,0.0
27 Missing Kisses,2000-10-26,5.0,5.8,0.0
Brooklyn Rules,2007-04-30,19.0,5.8,0.057279
An Unreasonable Man,2007-01-31,6.0,6.5,0.0
Vengeance Is Mine,1979-04-21,28.0,7.7,0.0
Tekkonkinkreet,2006-12-11,80.0,7.7,0.0
In the Shadow of the Moon,2007-01-19,31.0,7.6,0.0
Stephanie Daley,2006-01-21,9.0,6.2,0.0
Love and Other Disasters,2006-09-09,104.0,5.9,0.0
The Contractor,2007-07-10,33.0,5.4,0.0
Interview,2007-01-20,47.0,6.4,0.0
The Death and Life of Bobby Z,2007-07-23,104.0,5.8,0.018793363636363636
Private Fears in Public Places,2006-11-22,11.0,6.2,0.0
House of Bamboo,1955-07-01,14.0,6.7,0.0
Resident Evil: Extinction,2007-09-20,1308.0,6.1,3.298045888888889
Mr. Woodcock,2007-09-14,142.0,4.9,0.0
Good Luck Chuck,2007-09-21,454.0,5.6,2.36768512
Into the Wild,2007-09-11,3139.0,7.8,3.7503428
The Game Plan,2007-09-28,434.0,6.0,6.721842863636364
"Lust, Caution",2007-09-28,177.0,6.8,0.0
Feast of Love,2007-09-28,53.0,5.9,5741608.0
Postal,2007-08-11,94.0,4.6,0.0
The Seeker: The Dark Is Rising,2007-10-05,111.0,4.8,0.0
The Heartbreak Kid,2007-10-05,414.0,5.7,2.1294441666666666
Dan in Real Life,2007-10-26,363.0,6.5,2.73511436
The Darjeeling Limited,2007-09-29,876.0,7.1,1.5235719375
We Own the Night,2007-05-25,327.0,6.5,2.615566
Elizabeth: The Golden Age,2007-09-09,310.0,6.6,1.3497738727272728
Michael Clayton,2007-09-28,508.0,6.6,3.7196734
Sleuth,2007-10-12,154.0,6.4,342835.0
Lars and the Real Girl,2007-10-12,517.0,7.1,0.9411385833333333
30 Days of Night,2007-10-17,784.0,6.2,2.5168657666666667
Rendition,2007-09-07,207.0,6.2,0.8999516363636364
Things We Lost in the Fire,2007-09-26,90.0,6.7,0.178071375
Reservation Road,2007-09-13,78.0,6.6,0.0
Gone Baby Gone,2007-10-19,1034.0,7.2,1.8220894210526315
The Comebacks,2007-10-19,45.0,4.9,0.0
Weirdsville,2007-10-12,19.0,6.3,0.0
The Dog Problem,2006-09-11,19.0,6.1,0.0
Relative Strangers,2006-05-01,20.0,5.4,0.0
Alien Autopsy,2006-04-07,49.0,5.8,0.0
Straightheads,2007-04-27,41.0,5.1,0.0
Climates,2006-09-07,18.0,6.5,0.0
The Assassination of Jesse James by the Coward Robert Ford,2007-09-02,792.0,7.0,0.4903931
Chronicle of a Summer,1961-10-20,11.0,6.5,0.0
The Breaking Point,1950-10-06,11.0,7.0,0.0
The Nanny,1965-10-27,23.0,6.4,0.0
10th & Wolf,2006-02-19,26.0,6.3,0.017931375
Beaufort,2007-02-02,13.0,7.0,0.0
Civic Duty,2006-04-26,13.0,6.2,0.0
The Killing Floor,2007-05-10,14.0,5.6,0.0
Irina Palm,2007-02-13,28.0,6.9,0.0
I'm Reed Fish,2007-06-01,33.0,5.8,0.0
Between Heaven and Hell,1956-10-11,7.0,5.6,0.0
The Final Season,2007-10-12,14.0,5.2,0.0
Persepolis,2007-05-23,461.0,7.7,0.0
Control,2007-09-26,206.0,7.5,8159508.0
The Jane Austen Book Club,2007-09-09,121.0,6.6,0.0
...And the Pursuit of Happiness,1986-01-01,3.0,8.3,0.0
Frost Bite,2006-02-24,21.0,5.7,0.0
Jonny Vang,2003-02-14,5.0,6.0,0.0
Graveyard of Honor,2002-06-22,14.0,6.5,0.0
"Wood & Stock: Sexo, Orégano e Rock'n'Roll",2006-10-12,0.0,0.0,0.0
Fugitive Pieces,2007-09-06,9.0,6.5,0.0
Outlaw,2007-03-09,47.0,5.2,0.0
Les Bonnes Femmes,1960-04-22,8.0,5.7,0.0
The Last Winter,2006-09-11,58.0,5.6,0.0
Silk,2007-09-14,56.0,5.6,0.0
"Mary, Queen of Scots",1971-12-22,12.0,6.7,0.0
Can't Help Singing,1944-12-25,2.0,8.5,0.0
I Want Someone to Eat Cheese With,2006-01-01,12.0,5.7,0.0
Manufacturing Dissent,2007-02-11,6.0,4.5,0.0
Black Sheep,2006-09-09,201.0,5.7,4947717.0
The Edge of Heaven,2007-09-27,68.0,6.6,4.685411842105263
Why Did I Get Married?,2007-10-12,33.0,6.1,3.6789814
Saw IV,2007-10-25,938.0,5.9,13.9352633
My Mom's New Boyfriend,2008-04-30,64.0,5.4,0.0
For the Bible Tells Me So,2007-10-05,19.0,6.9,312751.0
Gemini,1999-09-15,21.0,6.5,0.0
The Monster Walks,1932-02-10,3.0,4.0,0.0
Scum,1979-09-12,52.0,7.3,0.0
Return to the 36th Chamber,1980-08-24,23.0,6.8,0.0
Full of It,2007-03-01,27.0,5.7,0.0
The Sea Wolf,1941-03-21,10.0,7.2,0.0
Valhalla,1986-05-12,8.0,6.9,0.0
The City of Violence,2006-05-25,38.0,6.4,0.0
My Kid Could Paint That,2007-01-01,12.0,6.7,0.0
"Dawn Breaks, Which Is No Small Thing",1989-01-17,15.0,6.8,0.0
Secret Sunshine,2007-05-23,45.0,6.3,0.0
The Reckless Moment,1949-12-29,21.0,6.9,0.0
Elite Squad,2007-10-12,519.0,7.8,0.0
The Year My Parents Went On Vacation,2006-09-26,15.0,7.7,0.0
King of California,2007-01-24,104.0,6.5,1027699.0
Martian Child,2007-11-02,79.0,6.8,0.0
Flight of the Living Dead: Outbreak on a Plane,2007-04-06,37.0,5.2,0.0
Last Hero in China,1993-04-01,16.0,5.4,0.0
All Souls Day: Dia de los Muertos,2005-01-01,7.0,5.9,0.0
Decoys,2004-02-27,34.0,4.7,0.0
Chilly Scenes of Winter,1979-10-19,1.0,10.0,0.0
American Gangster,2007-11-02,1527.0,7.4,2.66465037
Bee Movie,2007-10-28,1208.0,5.7,1.91729718
Citizen Dog,2004-12-12,12.0,6.7,0.0
Before the Devil Knows You're Dead,2007-09-26,359.0,6.9,1.3891809444444445
The Diving Bell and the Butterfly,2007-05-22,290.0,7.5,1.4126890714285714
No Country for Old Men,2007-11-08,3083.0,7.7,6.864
Ripley Under Ground,2005-11-06,14.0,6.0,0.0
Be Kind Rewind,2008-01-20,426.0,6.2,0.0
Itty Bitty Titty Committee,2007-02-09,12.0,6.0,0.018479
Crazy Love,2007-11-22,9.0,6.6,0.0
The Fugitive,1947-11-03,12.0,5.6,0.0
Azur & Asmar: The Princes' Quest,2006-10-25,91.0,7.5,0.0
August Rush,2007-11-21,821.0,7.2,2.64488104
Space Is the Place,1974-11-01,8.0,5.6,0.0
The Dawn Rider,1935-06-20,11.0,4.4,0.0
The Desperate Hours,1955-10-05,27.0,6.6,0.0
"You, the Living",2007-09-21,63.0,7.1,0.0
The Man from Earth,2007-06-10,696.0,7.7,0.0
No Mercy for the Rude,2006-08-24,18.0,6.8,1.3333333333333333
Hellfighters,1968-11-27,21.0,6.2,0.0
Lions for Lambs,2007-10-22,223.0,6.0,1.8061677714285713
Fred Claus,2007-11-03,211.0,5.5,0.97838349
Beowulf,2007-11-05,855.0,5.5,2.7962268
Mr. Magorium's Wonder Emporium,2007-11-14,365.0,6.0,69474661.0
Love in the Time of Cholera,2007-10-04,84.0,6.5,0.10239128888888889
Southland Tales,2006-05-15,154.0,5.2,0.02204370588235294
Ever Since the World Ended,2001-04-21,6.0,4.3,0.0
The American Soldier,1970-10-09,2.0,8.0,0.0
An Evening with Kevin Smith 2: Evening Harder,2006-11-28,9.0,6.9,0.0
Kansas City Confidential,1952-11-11,19.0,7.0,0.0
Harrison Bergeron,1995-08-13,7.0,7.6,0.0
5ive Girls,2006-01-01,19.0,4.4,0.0
Rails & Ties,2007-09-01,14.0,5.5,22136.0
Darfur Now,2007-09-09,3.0,5.3,0.0
Heavens Fall,2006-07-20,4.0,5.5,0.0
I Served the King of England,2006-12-19,22.0,7.0,0.0
Texas Terror,1935-10-17,9.0,4.3,0.0
Murder Party,2007-01-01,40.0,5.8,0.0
Smiley Face,2007-01-21,71.0,6.3,8768.0
12,2007-06-06,54.0,6.6,1.88436325
XXY,2007-06-14,53.0,6.9,0.0
The Steel Helmet,1951-02-02,26.0,7.0,0.0
Endgame: Blueprint for Global Enslavement,2007-11-01,13.0,6.7,0.0
Blame It on Fidel!,2006-11-29,9.0,6.9,0.0
The Mist,2007-11-21,1438.0,6.7,3.1720105555555556
Enchanted,2007-11-20,1512.0,6.6,4.005737082352941
Hitman,2007-11-21,982.0,5.9,4.165239708333333
This Christmas,2007-11-27,30.0,7.2,0.0
P2,2007-11-09,162.0,5.7,0.97078
Om Shanti Om,2007-11-07,85.0,7.2,4.143675164835165
Awake,2007-11-28,403.0,6.3,0.1671375
The Golden Compass,2007-12-04,1347.0,5.8,2.0679714666666666
I Am Legend,2007-12-14,4977.0,6.9,3.902326733333333
Alvin and the Chipmunks,2007-12-13,1212.0,5.5,6.022777216666666
Futurama: Bender's Big Score,2007-11-27,191.0,7.4,0.0
Symbiopsychotaxiplasm: Take One,1968-10-28,6.0,7.8,0.0
Margot at the Wedding,2007-08-31,74.0,5.9,0.0
I'm Not There.,2007-10-01,202.0,6.6,0.20005605
Beyond The Law,1992-04-22,23.0,5.9,0.0
The Shepherd of the Hills,1941-07-18,11.0,6.3,0.0
As Far As My Feet Will Carry Me,2001-12-12,22.0,6.9,0.0
The Savages,2007-01-19,112.0,6.8,0.0
Wrong Turn 2: Dead End,2007-08-25,275.0,5.5,0.0
The Orphanage,2007-08-27,652.0,7.1,44000000.0
That Hamilton Woman,1941-04-03,15.0,7.5,0.0
Juno,2007-12-05,2313.0,7.0,30.854877866666666
Goodbye Bafana,2007-02-11,38.0,7.0,0.0
Tokyo Twilight,1957-04-30,15.0,7.9,0.0
Maxed Out,2006-03-10,11.0,7.0,0.0
My Blueberry Nights,2007-05-16,197.0,6.1,2.1786738
The Swimming Pool,1969-01-15,67.0,6.9,0.0
Cake,2005-05-12,36.0,5.0,0.0
Day of the Dead 2: Contagium,2005-08-10,13.0,3.1,0.0
Ma Mère,2004-05-19,29.0,4.4,0.0
Noise,2004-01-31,1.0,8.0,0.0
Party Monster: The Shockumentary,1998-06-11,10.0,6.4,0.0
Return to Sender,2004-09-17,13.0,5.9,0.0
"Buy the Ticket, Take the Ride",2006-12-12,6.0,6.7,0.0
Starting Out in the Evening,2007-01-01,8.0,7.3,0.0
Redacted,2007-01-01,37.0,6.2,0.1564204
Suicide Killers,2006-08-27,1.0,7.0,0.0
The Devil Came on Horseback,2007-01-19,11.0,7.9,0.0
All Passion Spent,1986-12-09,1.0,8.0,0.0
The Treatment,2006-04-08,4.0,6.0,0.09189
